-2.80000000000000E-05	-4.22000000000000E-02
-2.79931315536426E-05	-3.90000000000000E-02
-2.79862631072851E-05	-4.38000000000000E-02
-2.79793946609277E-05	-4.24000000000000E-02
-2.79725262145703E-05	-4.42000000000000E-02
-2.79656577682128E-05	-4.24000000000000E-02
-2.79587893218554E-05	-4.40000000000000E-02
-2.79519208754980E-05	-3.80000000000000E-02
-2.79450524291405E-05	-4.44000000000000E-02
-2.79381839827831E-05	-3.28000000000000E-02
-2.79313155364257E-05	-3.42000000000000E-02
-2.79244470900682E-05	-3.64000000000000E-02
-2.79175786437108E-05	-3.54000000000000E-02
-2.79107101973534E-05	-3.72000000000000E-02
-2.79038417509959E-05	-4.04000000000000E-02
-2.78969733046385E-05	-4.54000000000000E-02
-2.78901048582811E-05	-4.64000000000000E-02
-2.78832364119236E-05	-4.32000000000000E-02
-2.78763679655662E-05	-4.18000000000000E-02
-2.78694995192088E-05	-4.32000000000000E-02
-2.78626310728513E-05	-4.64000000000000E-02
-2.78557626264939E-05	-4.38000000000000E-02
-2.78488941801365E-05	-3.98000000000000E-02
-2.78420257337790E-05	-4.58000000000000E-02
-2.78351572874216E-05	-3.60000000000000E-02
-2.78282888410642E-05	-3.12000000000000E-02
-2.78214203947068E-05	-5.63000000000000E-02
-2.78145519483493E-05	-5.03000000000000E-02
-2.78076835019919E-05	-5.25000000000000E-02
-2.78008150556345E-05	-4.62000000000000E-02
-2.77939466092770E-05	-4.08000000000000E-02
-2.77870781629196E-05	-3.94000000000000E-02
-2.77802097165622E-05	-4.32000000000000E-02
-2.77733412702047E-05	-4.66000000000000E-02
-2.77664728238473E-05	-4.18000000000000E-02
-2.77596043774899E-05	-4.18000000000000E-02
-2.77527359311324E-05	-4.12000000000000E-02
-2.77458674847750E-05	-3.86000000000000E-02
-2.77389990384176E-05	-3.80000000000000E-02
-2.77321305920601E-05	-3.56000000000000E-02
-2.77252621457027E-05	-3.86000000000000E-02
-2.77183936993453E-05	-3.80000000000000E-02
-2.77115252529878E-05	-3.26000000000000E-02
-2.77046568066304E-05	-4.14000000000000E-02
-2.76977883602730E-05	-3.54000000000000E-02
-2.76909199139155E-05	-3.84000000000000E-02
-2.76840514675581E-05	-3.22000000000000E-02
-2.76771830212007E-05	-4.44000000000000E-02
-2.76703145748432E-05	-3.28000000000000E-02
-2.76634461284858E-05	-3.50000000000000E-02
-2.76565776821284E-05	-3.82000000000000E-02
-2.76497092357709E-05	-3.56000000000000E-02
-2.76428407894135E-05	-3.54000000000000E-02
-2.76359723430561E-05	-3.80000000000000E-02
-2.76291038966986E-05	-4.12000000000000E-02
-2.76222354503412E-05	-3.66000000000000E-02
-2.76153670039838E-05	-3.54000000000000E-02
-2.76084985576263E-05	-3.78000000000000E-02
-2.76016301112689E-05	-3.36000000000000E-02
-2.75947616649115E-05	-3.68000000000000E-02
-2.75878932185540E-05	-3.62000000000000E-02
-2.75810247721966E-05	-3.54000000000000E-02
-2.75741563258392E-05	-3.74000000000000E-02
-2.75672878794817E-05	-4.06000000000000E-02
-2.75604194331243E-05	-4.18000000000000E-02
-2.75535509867669E-05	-3.78000000000000E-02
-2.75466825404094E-05	-3.54000000000000E-02
-2.75398140940520E-05	-3.72000000000000E-02
-2.75329456476946E-05	-3.68000000000000E-02
-2.75260772013371E-05	-3.36000000000000E-02
-2.75192087549797E-05	-3.38000000000000E-02
-2.75123403086223E-05	-3.20000000000000E-02
-2.75054718622648E-05	-2.89000000000000E-02
-2.74986034159074E-05	-3.34000000000000E-02
-2.74917349695500E-05	-4.00000000000000E-02
-2.74848665231926E-05	-4.04000000000000E-02
-2.74779980768351E-05	-3.72000000000000E-02
-2.74711296304777E-05	-3.66000000000000E-02
-2.74642611841203E-05	-4.08000000000000E-02
-2.74573927377628E-05	-4.38000000000000E-02
-2.74505242914054E-05	-3.96000000000000E-02
-2.74436558450480E-05	-3.62000000000000E-02
-2.74367873986905E-05	-3.76000000000000E-02
-2.74299189523331E-05	-3.44000000000000E-02
-2.74230505059757E-05	-3.38000000000000E-02
-2.74161820596182E-05	-3.78000000000000E-02
