Frequency (Hz),"Trace 1: Gain: Real ","Trace 1: Gain: Imaginary ",Trace 1: Gain: Magnitude (dB),"Trace 2: Gain: Real ","Trace 2: Gain: Imaginary ",Trace 2: Gain: Phase (°)
10,2.1873302913423776,2.477688847666924,10.383560810649834,2.1873302913423776,2.477688847666924,48.56159020016177
10.351422,2.310289217390013,2.5300789028185187,10.696213179348312,2.310289217390013,2.5300789028185187,47.599880163153514
10.715193,2.694997477689324,2.3051760855277177,10.995718187583618,2.694997477689324,2.3051760855277177,40.54214797604754
11.091748,2.3986420254761884,2.073974525235798,10.023757644523643,2.3986420254761884,2.073974525235798,40.848178175240825
11.481536,2.542761783672044,1.6367181390950245,9.611591927503111,2.542761783672044,1.6367181390950245,32.768465789349456
11.885022,2.51771787697041,1.6436703959012173,9.561951252360602,2.51771787697041,1.6436703959012173,33.13816448166811
12.302688,2.857050457133136,1.4339445934050077,10.0940561171778,2.857050457133136,1.4339445934050077,26.651929889468942
12.735031,2.8276487380514026,1.3500261215101255,9.920304553198399,2.8276487380514026,1.3500261215101255,25.521568711206687
13.182567,2.6755035285210753,1.1450768350236835,9.278588024793255,2.6755035285210753,1.1450768350236835,23.170224758057813
13.645831,2.769202897571941,1.0388702138208141,9.41895668338207,2.769202897571941,1.0388702138208141,20.56364759365337
14.125375,2.6381049918615522,1.0699167161997691,9.087165662653248,2.6381049918615522,1.0699167161997691,22.075634344231364
14.621772,2.807339035119575,0.9791227482588539,9.464441005078134,2.807339035119575,0.9791227482588539,19.227368680647253
15.135612,2.6280923065282193,0.8682433831126811,8.842693478476338,2.6280923065282193,0.8682433831126811,18.28201574968587
15.667511,2.5808659891566883,0.7402905381475496,8.578689610733512,2.5808659891566883,0.7402905381475496,16.004905167649415
16.218101,2.631318023431044,0.5756798659675474,8.606518939238894,2.631318023431044,0.5756798659675474,12.340729907637344
16.78804,2.645492251173597,0.5739558019943719,8.649886914041682,2.645492251173597,0.5739558019943719,12.24096394264915
17.378008,2.551362053842599,0.5095061425816474,8.305273909352419,2.551362053842599,0.5095061425816474,11.293385329168734
17.988709,2.599674929258573,0.5061578491043627,8.459970604571824,2.599674929258573,0.5061578491043627,11.017673210908958
18.620871,2.535022475958406,0.4491544653355252,8.213876556430344,2.535022475958406,0.4491544653355252,10.047375834689982
19.275249,2.509609651028969,0.39748792831690666,8.099727546583932,2.509609651028969,0.39748792831690666,9.000107089834382
19.952623,2.528520803764545,0.38633566217931986,8.157551950043148,2.528520803764545,0.38633566217931986,8.687104621968706
20.653802,2.4436193202446272,0.3328563819013747,7.840513252106575,2.4436193202446272,0.3328563819013747,7.756776912636156
21.379621,2.453333385758707,0.29037601942279756,7.855549643425768,2.453333385758707,0.29037601942279756,6.750112350487747
22.130947,2.4000553080846476,0.30599528717182234,7.674451952299442,2.4000553080846476,0.30599528717182234,7.2657320865297
22.908677,2.324652414847023,0.26500265484813357,7.383234574130473,2.324652414847023,0.26500265484813357,6.503454222108862
23.713737,2.3663190867774837,0.24283614543996848,7.526963631656848,2.3663190867774837,0.24283614543996848,5.859290277050369
24.547089,2.360414948015456,0.18480087399519754,7.486306336246592,2.360414948015456,0.18480087399519754,4.476651599667654
25.409727,2.325207504590744,0.2014697921787369,7.361717279276697,2.325207504590744,0.2014697921787369,4.952078833533689
26.30268,2.3157663922744214,0.17993287677891892,7.320035095782061,2.3157663922744214,0.17993287677891892,4.442901867212155
27.227013,2.261845722974244,0.16649492830623802,7.1127281392619714,2.261845722974244,0.16649492830623802,4.209961217020609
28.183829,2.2734294299719804,0.1967313880670575,7.166029751408204,2.2734294299719804,0.1967313880670575,4.945774000949062
