Frequency (Hz),"Trace 1: Gain: Real ","Trace 1: Gain: Imaginary ",Trace 1: Gain: Magnitude (dB),"Trace 2: Gain: Real ","Trace 2: Gain: Imaginary ",Trace 2: Gain: Phase (°)
10,1.3947666081814354,0.6861023983437081,3.831167733581222,1.3947666081814354,0.6861023983437081,26.1931254164146
10.351422,1.4249573407356562,0.6660327529298489,3.9341778482486234,1.4249573407356562,0.6660327529298489,25.051640541506142
10.715193,1.4368193342399547,0.651489467575661,3.9600541060603422,1.4368193342399547,0.651489467575661,24.39071648911131
11.091748,1.4511581540990384,0.6296095950426439,3.98333862003746,1.4511581540990384,0.6296095950426439,23.454429376036064
11.481536,1.4609554627027017,0.6205574947533838,4.013113406838374,1.4609554627027017,0.6205574947533838,23.01391198145425
11.885022,1.470823327146244,0.6055170437459211,4.0311574046749294,1.470823327146244,0.6055170437459211,22.376268233872228
12.302688,1.4886366057358789,0.5837349372002861,4.076942812319133,1.4886366057358789,0.5837349372002861,21.41149754780227
12.735031,1.4981339555919386,0.5733292229799495,4.104586474515476,1.4981339555919386,0.5733292229799495,20.941626900578562
13.182567,1.5048610999899605,0.5573033594855488,4.108099458630734,1.5048610999899605,0.5573033594855488,20.32137558949222
13.645831,1.5146367737717177,0.5376109146766981,4.1214963454369595,1.5146367737717177,0.5376109146766981,19.542002053492048
14.125375,1.5271846784250038,0.5284076118092523,4.168913017458211,1.5271846784250038,0.5284076118092523,19.085677477514025
14.621772,1.5379345699065874,0.5156395448178458,4.201417916827797,1.5379345699065874,0.5156395448178458,18.53530054327744
15.135612,1.5478769424233405,0.495859190705519,4.218998316001454,1.5478769424233405,0.495859190705519,17.762753546504932
15.667511,1.5561847817010217,0.48351486584650144,4.241459296486804,1.5561847817010217,0.48351486584650144,17.26029677294481
16.218101,1.5621086795905765,0.4723450868762999,4.254190141421385,1.5621086795905765,0.4723450868762999,16.82408737693528
16.78804,1.5698017983031132,0.454902299377923,4.267086477386764,1.5698017983031132,0.454902299377923,16.16070398664028
17.378008,1.5759128398659477,0.4405280912222479,4.277402297626725,1.5759128398659477,0.4405280912222479,15.61771643502074
17.988709,1.584017743273554,0.43186386891810813,4.306584463580779,1.584017743273554,0.43186386891810813,15.250372551518847
18.620871,1.5893175464392633,0.4148229392219784,4.3104328690206115,1.5893175464392633,0.4148229392219784,14.628244225520792
19.275249,1.5920130247274293,0.40176823142851475,4.307075133045086,1.5920130247274293,0.40176823142851475,14.16370140638911
19.952623,1.60330608216907,0.3918230687309763,4.352255508479027,1.60330608216907,0.3918230687309763,13.73302443429146
20.653802,1.6118963941575808,0.37848269703795884,4.379817769348303,1.6118963941575808,0.37848269703795884,13.214008733169619
21.379621,1.6131136780473603,0.3679031517976289,4.373522982399782,1.6131136780473603,0.3679031517976289,12.847705947322652
22.130947,1.6283542845760957,0.35857843279137097,4.440629435118492,1.6283542845760957,0.35857843279137097,12.418845528110127
22.908677,1.6230051338439282,0.3460540184061541,4.399480159354871,1.6230051338439282,0.3460540184061541,12.036258239074305
23.713737,1.6318221851683044,0.3340430772518244,4.4317352476641805,1.6318221851683044,0.3340430772518244,11.568935595820694
24.547089,1.63549468397466,0.3256779533347159,4.441867761608208,1.63549468397466,0.3256779533347159,11.26205826097406
25.409727,1.6408754995430295,0.31940056345459217,4.463024238500784,1.6408754995430295,0.31940056345459217,11.015028346530118
26.30268,1.6461765916641706,0.3025997418107212,4.473850420471174,1.6461765916641706,0.3025997418107212,10.415817907746934
27.227013,1.6479488516307355,0.3007708715295422,4.481183935266224,1.6479488516307355,0.3007708715295422,10.34333701936122
28.183829,1.6530018445828947,0.2875602224544594,4.494947492927428,1.6530018445828947,0.2875602224544594,9.868553648159748
29.17427,1.6557178068405145,0.27881993558655593,4.501169537129929,1.6557178068405145,0.27881993558655593,9.558824485170977
30.199517,1.6619044985539004,0.26782675240229203,4.523473920485942,1.6619044985539004,0.26782675240229203,9.154875174775416
31.260794,1.6623335912194395,0.26151077502564807,4.520535064864067,1.6623335912194395,0.26151077502564807,8.940240985980466
32.359366,1.6653319887611213,0.25497683323118964,4.530650018810804,1.6653319887611213,0.25497683323118964,8.70488223307096
33.496544,1.6632783925133212,0.24583146435408518,4.513147658501541,1.6632783925133212,0.24583146435408518,8.407412541088206
34.673685,1.6670435895741822,0.23919063895631715,4.52743971631486,1.6670435895741822,0.23919063895631715,8.165181241340035
35.892193,1.673243198428911,0.23386743616408268,4.555204285204249,1.673243198428911,0.23386743616408268,7.956625978744846
37.153523,1.6776047260026246,0.22732671959922796,4.57281497900422,1.6776047260026246,0.22732671959922796,7.7169593071564915
38.459178,1.6791554981760632,0.21896689820484908,4.575048940945684,1.6791554981760632,0.21896689820484908,7.429616873186929
39.810717,1.6821372618206656,0.21257121081804592,4.586034496180224,1.6821372618206656,0.21257121081804592,7.202274948154648
41.209752,1.6820569764790048,0.20734411090254806,4.582308947991418,1.6820569764790048,0.20734411090254806,7.027296485261338
42.657952,1.6830198425492842,0.1994423697297202,4.582347952739511,1.6830198425492842,0.1994423697297202,6.758186480556524
44.157045,1.689609812150475,0.1954145904813324,4.6134365675593,1.689609812150475,0.1954145904813324,6.597325152495271
45.708819,1.6920371501387974,0.19240210081960932,4.623992387588277,1.6920371501387974,0.19240210081960932,6.487257527233674
47.315126,1.6950452794155946,0.1864485059993244,4.635856721019161,1.6950452794155946,0.1864485059993244,6.27708224753484
48.977882,1.6969302317347161,0.18226692614745596,4.6430968839579,1.6969302317347161,0.18226692614745596,6.130623897507161
50.699071,1.6971811196402233,0.1772457620181601,4.641674797630918,1.6971811196402233,0.1772457620181601,5.962093735292056
52.480746,1.700356861767867,0.17271970383272392,4.655383298112986,1.700356861767867,0.17271970383272392,5.800125145681989
54.325033,1.7005067668744027,0.16623188540276068,4.652871033397536,1.7005067668744027,0.16623188540276068,5.583171062051918
