Frequency (Hz),"Trace 1: Gain: Real ","Trace 1: Gain: Imaginary ",Trace 1: Gain: Magnitude (dB),"Trace 2: Gain: Real ","Trace 2: Gain: Imaginary ",Trace 2: Gain: Phase (°)
1,21.137525689060674,-8.925275536135855,27.213616966295874,21.137525689060674,-8.925275536135855,-22.891799593472733
1.041118,22.269588334328027,-5.926005960142272,27.251371397347448,22.269588334328027,-5.926005960142272,-14.901265416333848
1.083927,22.630300635676534,-8.191143671246188,27.62847554284803,22.630300635676534,-8.191143671246188,-19.897961169999938
1.128496,23.168928177622195,-9.193938687705073,27.933207447420443,23.168928177622195,-9.193938687705073,-21.64426329941892
1.174898,22.3771832696338,-7.29226982659093,27.434435417704428,22.3771832696338,-7.29226982659093,-18.049737817727284
1.223207,20.77929046709971,-7.437509411731673,26.876140804462274,20.77929046709971,-7.437509411731673,-19.693758405222724
1.273503,21.629614734803447,-9.433935905675343,27.457299414369377,21.629614734803447,-9.433935905675343,-23.564822220450534
1.325867,20.724913723523315,-9.107952824066532,27.096742548452248,20.724913723523315,-9.107952824066532,-23.723990249774296
1.380384,22.974396730335066,-7.754930945300422,27.69349154436099,22.974396730335066,-7.754930945300422,-18.65193890355795
1.437143,21.974764809615998,-8.494919393428926,27.443351928821137,21.974764809615998,-8.494919393428926,-21.135311669845557
1.496236,19.70779119726896,-7.699341847080408,26.50964684281154,19.70779119726896,-7.699341847080408,-21.339346091589356
1.557758,22.047862240336844,-9.258239664736793,27.572617951555905,22.047862240336844,-9.258239664736793,-22.778291345177273
1.62181,20.549767756356218,-7.417265839000432,26.787994299029855,20.549767756356218,-7.417265839000432,-19.846621495166083
1.688496,18.69137267813825,-8.461782497463377,26.242502969164004,18.69137267813825,-8.461782497463377,-24.356766665965978
1.757924,18.946958842844644,-11.064431365055897,26.825141067124978,18.946958842844644,-11.064431365055897,-30.28359205189645
1.830206,18.647008040759793,-8.555952919653928,26.241946496636185,18.647008040759793,-8.555952919653928,-24.64744826150793
1.905461,17.41696647007267,-9.043932086708757,25.856224922443335,17.41696647007267,-9.043932086708757,-27.44104210586068
1.98381,16.737847450272156,-9.187246688696623,25.617702533018345,16.737847450272156,-9.187246688696623,-28.761968234686165
2.06538,16.671684925903353,-7.714567675073922,25.282218294573525,16.671684925903353,-7.714567675073922,-24.831619633330863
2.150305,17.126314255611028,-9.216741557956544,25.777892298153034,17.126314255611028,-9.216741557956544,-28.287475399542533
2.238721,15.525106035370689,-9.475510449558673,25.195841637061562,15.525106035370689,-9.475510449558673,-31.397163984386513
2.330773,15.61249120443202,-13.241469594513461,26.22303566118014,15.61249120443202,-13.241469594513461,-40.30237828772458
2.42661,14.98435252849426,-10.541528430784112,25.25892658180595,14.98435252849426,-10.541528430784112,-35.126479588984196
2.526388,14.56780341418334,-11.086055476121373,25.252023201978897,14.56780341418334,-11.086055476121373,-37.2710279035303
2.630268,16.328359859919097,-9.038217031449603,25.41959338357511,16.328359859919097,-9.038217031449603,-28.96578998242502
2.73842,14.707940487631657,-10.576267948761693,25.161133772617493,14.707940487631657,-10.576267948761693,-35.71936736470367
2.851018,13.773799062331454,-11.66712983999315,25.130036764245908,13.773799062331454,-11.66712983999315,-40.266348076381
2.968247,14.6637367118417,-13.539830538088783,26.002672040414204,14.6637367118417,-13.539830538088783,-42.71798277810993
3.090295,13.523715312006509,-13.254104463308616,25.545644565831335,13.523715312006509,-13.254104463308616,-44.42314042324361
3.217363,12.791548759616184,-10.26995014540209,24.299065896374678,12.791548759616184,-10.26995014540209,-38.759933934061934
3.349654,11.944249402060734,-10.311510211266254,23.961859807634454,11.944249402060734,-10.311510211266254,-40.80415239948693
3.487386,11.777885051217009,-10.897632053913407,24.10738373940533,11.777885051217009,-10.897632053913407,-42.77692081013467
3.630781,11.490397048468118,-10.21329098408698,23.735382180788825,11.490397048468118,-10.21329098408698,-41.63243825825204
3.780071,11.758620100583366,-10.114448184715075,23.812364292009136,11.758620100583366,-10.114448184715075,-40.701230351191555
3.935501,10.969792280410957,-10.894772545769785,23.78456792918776,10.969792280410957,-10.894772545769785,-44.803412629426056
4.097321,10.409067178448986,-10.680078376612993,23.47159687063091,10.409067178448986,-10.680078376612993,-45.73625283385238
4.265795,9.622286737075422,-10.400148327119933,23.02658771453208,9.622286737075422,-10.400148327119933,-47.22479355200307
4.441197,9.534314620845647,-11.133792432135694,23.321646453007155,9.534314620845647,-11.133792432135694,-49.42522537068718
4.62381,8.766185063652276,-11.602267399919485,23.25225371839067,8.766185063652276,-11.602267399919485,-52.926840317164036
4.813933,8.289664867795352,-10.639979614255461,22.59898852455336,8.289664867795352,-10.639979614255461,-52.07765351224944
5.011872,8.531089669576044,-10.309766283416108,22.53024705361492,8.531089669576044,-10.309766283416108,-50.393041442460024
5.217951,8.066489513720557,-10.064566329473031,22.2105869724116,8.066489513720557,-10.064566329473031,-51.28872799698234
5.432503,7.314681919223111,-10.285510292259467,22.022056709121117,7.314681919223111,-10.285510292259467,-54.58094225772998
5.655878,7.229564358391847,-10.30975448779051,22.001871687200172,7.229564358391847,-10.30975448779051,-54.96050355107598
5.888437,6.651221996496055,-10.737232052377621,22.02833942727284,6.651221996496055,-10.737232052377621,-58.22368733512667
6.130558,5.9093326949435925,-10.154044345107895,21.39957219215319,5.9093326949435925,-10.154044345107895,-59.80194832210995
6.382635,6.029037956852264,-9.821943566159135,21.232630642416204,6.029037956852264,-9.821943566159135,-58.45700362422071
6.645077,5.965744771289131,-9.18529908684257,20.790358415984933,5.965744771289131,-9.18529908684257,-56.99674551655335
6.91831,5.620511458855418,-9.186434183629078,20.64385808238072,5.620511458855418,-9.186434183629078,-58.54056595826131
7.202778,5.313881262882541,-9.014228124685303,20.393889046149333,5.313881262882541,-9.014228124685303,-59.480679691374924
7.498942,4.461613902307475,-8.961201016722354,20.00907258193161,4.461613902307475,-8.961201016722354,-63.53214776646235
7.807284,4.601879703296394,-8.391665394857085,19.618828851225256,4.601879703296394,-8.391665394857085,-61.26021163554377
8.128305,4.098963559323282,-8.449343050797372,19.454336247458482,4.098963559323282,-8.449343050797372,-64.12094862339117
8.462526,3.8544360440416923,-8.297165263810454,19.227235310736127,3.8544360440416923,-8.297165263810454,-65.08284388391442
8.810489,3.7900921019966756,-7.722673374008779,18.692580241701478,3.7900921019966756,-7.722673374008779,-63.85936746022283
9.172759,3.5906997924005752,-7.720864380801579,18.60367188897046,3.5906997924005752,-7.720864380801579,-65.05853471201877
9.549926,3.120436222758999,-7.715732462100278,18.405429910617976,3.120436222758999,-7.715732462100278,-67.9803537579848
9.942601,2.9553307039191714,-7.101338370292144,17.72050086651158,2.9553307039191714,-7.101338370292144,-67.40461554173059
10.351422,2.686529102017398,-7.0365809173428815,17.538197470897966,2.686529102017398,-7.0365809173428815,-69.10341014451696
10.777053,2.559670193268428,-7.181141082746064,17.643308269068072,2.559670193268428,-7.181141082746064,-70.38172734099255
11.220185,2.3252549508904226,-6.898872607996239,17.242861438050717,2.3252549508904226,-6.898872607996239,-71.373686001954
11.681537,1.9208326454410487,-6.679092902712104,16.83946052250872,1.9208326454410487,-6.679092902712104,-73.9553547425397
12.16186,1.6515217149048163,-6.565566441030493,16.611895291423345,1.6515217149048163,-6.565566441030493,-75.88058446736382
12.661933,1.6867379303701244,-6.587714315564735,16.650466091403903,1.6867379303701244,-6.587714315564735,-75.63835297510175
13.182567,1.520981847801196,-6.113144942450515,15.986146406254742,1.520981847801196,-6.113144942450515,-76.02820828854144
13.72461,1.5759995568357343,-6.022276425398252,15.882895035523442,1.5759995568357343,-6.022276425398252,-75.33485507884939
14.28894,1.0841029352170666,-5.813409417359354,15.437081533712973,1.0841029352170666,-5.813409417359354,-79.43663727294629
14.876474,1.1488117422148556,-5.636844945407125,15.197464982834068,1.1488117422148556,-5.636844945407125,-78.48064942056311
15.488166,1.0971120488033266,-5.262229046443666,14.60818330808484,1.0971120488033266,-5.262229046443666,-78.22321362356354
16.12501,1.05122186429435,-5.081589235792829,14.301979146216294,1.05122186429435,-5.081589235792829,-78.31215997683317
16.78804,0.7488781213439594,-4.919923303573375,13.938640008570008,0.7488781213439594,-4.919923303573375,-81.34524849850344
17.478333,0.8133390738942254,-4.7729574945776525,13.700065867422557,0.8133390738942254,-4.7729574945776525,-80.32936524878455
18.197009,0.6352202459245091,-4.661036166945064,13.449571357436533,0.6352202459245091,-4.661036166945064,-82.23936674564258
18.945235,0.6453709188955634,-4.408855598089611,12.978592019537087,0.6453709188955634,-4.408855598089611,-81.6721544486658
19.724227,0.6200842608798661,-4.232947606845684,12.625068546138813,0.6200842608798661,-4.232947606845684,-81.66602086730958
20.53525,0.4990380225192046,-4.102360676808744,12.324472337763709,0.4990380225192046,-4.102360676808744,-83.06424364035698
21.379621,0.5914442391217909,-3.9353567285620223,11.996684980398305,0.5914442391217909,-3.9353567285620223,-81.4529923890785
22.25871,0.4413163889587115,-3.8578260392013415,11.783316963084165,0.4413163889587115,-3.8578260392013415,-83.47401188511482
23.173946,0.4313845713551907,-3.675698941288689,11.366208694510917,0.4313845713551907,-3.675698941288689,-83.30631659309657
24.126815,0.21092503741624222,-3.545935807295679,11.009956899964138,0.21092503741624222,-3.545935807295679,-86.59585178791919
25.118864,0.383415330582617,-3.403299672561635,10.692778696029158,0.383415330582617,-3.403299672561635,-83.57216750467084
26.151704,0.3688945149712996,-3.2083251683810254,10.182607213585989,0.3688945149712996,-3.2083251683810254,-83.44091187474488
27.227013,0.22508782407022435,-3.161056904095569,10.018610963789893,0.22508782407022435,-3.161056904095569,-85.92704212543082
28.346536,0.14093532779918377,-2.9679928949639742,9.45903872262966,0.14093532779918377,-2.9679928949639742,-87.28134847448102
29.512092,0.1605436370605745,-2.9459006637571994,9.39724120407227,0.1605436370605745,-2.9459006637571994,-86.88062031948343
30.725574,0.22903783515849732,-2.834820618657815,9.078769172397305,0.22903783515849732,-2.834820618657815,-85.38085118671702
31.988951,0.2669014434650102,-2.645399814267721,8.493811154343103,0.2669014434650102,-2.645399814267721,-84.23877167613212
33.304276,0.14958921272025652,-2.5946743665700187,8.296068368516975,0.14958921272025652,-2.5946743665700187,-86.70041310585462
34.673685,0.18064510626474958,-2.5113027386079385,8.020395303276976,0.18064510626474958,-2.5113027386079385,-85.88563917620989
36.099401,0.15774185877422947,-2.386174108021908,7.572980257010011,0.15774185877422947,-2.386174108021908,-86.21787378201454
37.58374,0.1029796583865947,-2.2875696420314457,7.196278715773215,0.1029796583865947,-2.2875696420314457,-87.42245271591561
39.129113,0.18240305345287197,-2.2238286607587536,6.971146308155425,0.18240305345287197,-2.2238286607587536,-85.31097748445836
40.738028,0.09765759470049158,-2.118927912772946,6.531538805769854,0.09765759470049158,-2.118927912772946,-87.36120739579093
42.413098,0.10753026573350703,-2.027718273527217,6.152348388342333,0.10753026573350703,-2.027718273527217,-86.96443788459587
44.157045,0.14657015267037976,-1.9325253347843463,5.747414217841937,0.14657015267037976,-1.9325253347843463,-85.66277137028169
45.972699,0.08957796689944464,-1.9062737252591406,5.613284612139583,0.08957796689944464,-1.9062737252591406,-87.3095853920655
47.863009,0.07818046181104629,-1.8325522331804984,5.269024443316473,0.07818046181104629,-1.8325522331804984,-87.55712508565034
49.831046,0.07300904630216691,-1.7541540408583323,4.888871249025916,0.07300904630216691,-1.7541540408583323,-87.61668747946753
51.880004,0.03361592975494837,-1.6617678759178711,4.413184011430208,0.03361592975494837,-1.6617678759178711,-88.84112079069313
54.013211,0.09738496296018977,-1.5813209526581757,3.996840659282386,0.09738496296018977,-1.5813209526581757,-86.4759150637027
56.234133,0.054288825091387466,-1.5510637106389058,3.817909904198487,0.054288825091387466,-1.5510637106389058,-87.99540711313108
58.546374,0.09362080735405363,-1.457000118457572,3.2870860483636983,0.09362080735405363,-1.457000118457572,-86.32346430683846
60.95369,0.07373358719651477,-1.4246150077826771,3.085568506423024,0.07373358719651477,-1.4246150077826771,-87.03719452904731
63.45999,0.05703531778441613,-1.3775995501293063,2.789897810311004,0.05703531778441613,-1.3775995501293063,-87.62919657858868
66.069345,0.044665292668098815,-1.3061160274867596,2.324711008453098,0.044665292668098815,-1.3061160274867596,-88.04141758880084
68.785991,0.05245824131225403,-1.2572268801388964,1.9958276739526144,0.05245824131225403,-1.2572268801388964,-87.61069905599956
71.614341,0.04862313885368353,-1.2116627268343512,1.6746230381952065,0.04862313885368353,-1.2116627268343512,-87.70199528966116
74.558987,0.042018607037467154,-1.1616513613836998,1.307194593809151,0.042018607037467154,-1.1616513613836998,-87.92843207266024
77.624712,0.03617481751075753,-1.1027516215846958,0.8542250817572501,0.03617481751075753,-1.1027516215846958,-88.12113504577576
80.816493,0.03535497503062936,-1.0614101757211019,0.5224808444970223,0.03535497503062936,-1.0614101757211019,-88.09221522634087
84.139514,0.03738501596003564,-1.033619552190639,0.29289204063102486,0.03738501596003564,-1.033619552190639,-87.92857023260723
87.599172,0.023728608626319765,-0.9891748132556702,-0.09204063061826606,0.023728608626319765,-0.9891748132556702,-88.62583597853354
91.201084,0.01703051169068317,-0.9588478276017631,-0.36363638104555285,0.01703051169068317,-0.9588478276017631,-88.98245182891188
94.9511,0.01786796827745802,-0.9166892594267796,-0.7539074313187138,0.01786796827745802,-0.9166892594267796,-88.88334074302591
98.855309,0.031444552857578155,-0.8828467226425508,-1.0767879058524852,0.031444552857578155,-0.8828467226425508,-87.96014545348875
102.920053,0.01782999270380184,-0.8432305248288593,-1.479132289803492,0.01782999270380184,-0.8432305248288593,-88.78866918392798
107.151931,0.009431101282630213,-0.8177346523449597,-1.7471743260885921,0.009431101282630213,-0.8177346523449597,-89.33922533270766
111.557815,0.015615983289451525,-0.7737974487833962,-2.2256857318715,0.015615983289451525,-0.7737974487833962,-88.84387251406265
116.144861,0.005502045168297514,-0.7478215851859943,-2.5238049847869615,0.005502045168297514,-0.7478215851859943,-89.57845790356387
120.920518,0.014034818439943477,-0.712658602250251,-2.9406853323952653,0.014034818439943477,-0.712658602250251,-88.87178527516996
125.892541,0.018525116838243556,-0.6875317115169856,-3.250993482540486,0.018525116838243556,-0.6875317115169856,-88.4565740859455
131.069004,0.012795899847385328,-0.6645279240149503,-3.548125323938059,0.012795899847385328,-0.6645279240149503,-88.89687033812055
136.458314,0.009692729535826186,-0.6382545766086787,-3.899119776623474,0.009692729535826186,-0.6382545766086787,-89.12995561942967
142.069221,0.010116114852175803,-0.6111479148629035,-4.275883552045332,0.010116114852175803,-0.6111479148629035,-89.05168986943018
147.910839,0.012151445962425442,-0.5856362351551059,-4.645571847956528,0.012151445962425442,-0.5856362351551059,-88.81133263629404
153.992653,0.012361742043890412,-0.5593806674103802,-5.043730520451723,0.012361742043890412,-0.5593806674103802,-88.73402778718497
160.324539,0.010379403027391338,-0.5378322111626577,-5.385446656488576,0.010379403027391338,-0.5378322111626577,-88.8944095150053
166.916781,0.010254848927047283,-0.5208601155778312,-5.663894815100782,0.010254848927047283,-0.5208601155778312,-88.87208936764648
173.780083,0.011150281606710513,-0.49650999994634076,-6.07925027406636,0.011150281606710513,-0.49650999994634076,-88.71350685918044
180.925591,0.0157725989525873,-0.4791654257898419,-6.385587415291796,0.0157725989525873,-0.4791654257898419,-88.11468623817622
188.364909,0.009650010532518362,-0.4613596138840596,-6.717308885531014,0.009650010532518362,-0.4613596138840596,-88.80174976605086
