Freq.	V(7)/I(RDC_78)
1.00000000000000e+01	(-4.09136352781764e+01dB,1.06987561565540e+00°)
1.00230523807790e+01	(-4.09136282886115e+01dB,1.07234135832584e+00°)
1.00461579027839e+01	(-4.09136212668314e+01dB,1.07481278113769e+00°)
1.00693166885180e+01	(-4.09136142126395e+01dB,1.07728989715147e+00°)
1.00925288607668e+01	(-4.09136071258915e+01dB,1.07977271946422e+00°)
1.01157945425990e+01	(-4.09136000064590e+01dB,1.08226126120497e+00°)
1.01391138573668e+01	(-4.09135928541803e+01dB,1.08475553552885e+00°)
1.01624869287070e+01	(-4.09135856688827e+01dB,1.08725555561976e+00°)
1.01859138805412e+01	(-4.09135784504355e+01dB,1.08976133469717e+00°)
1.02093948370768e+01	(-4.09135711986750e+01dB,1.09227288600677e+00°)
1.02329299228075e+01	(-4.09135639134530e+01dB,1.09479022282662e+00°)
1.02565192625141e+01	(-4.09135565946207e+01dB,1.09731335846520e+00°)
1.02801629812647e+01	(-4.09135492420284e+01dB,1.09984230626146e+00°)
1.03038612044162e+01	(-4.09135418555043e+01dB,1.10237707958218e+00°)
1.03276140576140e+01	(-4.09135344348975e+01dB,1.10491769182748e+00°)
1.03514216667934e+01	(-4.09135269800561e+01dB,1.10746415642814e+00°)
1.03752841581801e+01	(-4.09135194908062e+01dB,1.11001648684298e+00°)
1.03992016582906e+01	(-4.09135119670161e+01dB,1.11257469656711e+00°)
1.04231742939330e+01	(-4.09135044084996e+01dB,1.11513879911967e+00°)
1.04472021922080e+01	(-4.09134968151074e+01dB,1.11770880805558e+00°)
1.04712854805090e+01	(-4.09134891866680e+01dB,1.12028473695802e+00°)
1.04954242865232e+01	(-4.09134815230627e+01dB,1.12286659944818e+00°)
1.05196187382322e+01	(-4.09134738240757e+01dB,1.12545440916599e+00°)
1.05438689639126e+01	(-4.09134660895815e+01dB,1.12804817979438e+00°)
1.05681750921366e+01	(-4.09134583193789e+01dB,1.13064792503789e+00°)
1.05925372517729e+01	(-4.09134505133407e+01dB,1.13325365864214e+00°)
1.06169555719872e+01	(-4.09134426712750e+01dB,1.13586539437590e+00°)
1.06414301822431e+01	(-4.09134347930263e+01dB,1.13848314604428e+00°)
1.06659612123026e+01	(-4.09134268784440e+01dB,1.14110692748476e+00°)
1.06905487922266e+01	(-4.09134189273177e+01dB,1.14373675255873e+00°)
1.07151930523760e+01	(-4.09134109395272e+01dB,1.14637263517126e+00°)
1.07398941234124e+01	(-4.09134029148712e+01dB,1.14901458924869e+00°)
1.07646521362983e+01	(-4.09133948531905e+01dB,1.15166262875487e+00°)
1.07894672222983e+01	(-4.09133867543199e+01dB,1.15431676768491e+00°)
1.08143395129794e+01	(-4.09133786180984e+01dB,1.15697702006665e+00°)
1.08392691402120e+01	(-4.09133704443005e+01dB,1.15964339995149e+00°)
1.08642562361706e+01	(-4.09133622328065e+01dB,1.16231592143723e+00°)
1.08893009333343e+01	(-4.09133539834265e+01dB,1.16499459864468e+00°)
1.09144033644875e+01	(-4.09133456959698e+01dB,1.16767944572691e+00°)
1.09395636627209e+01	(-4.09133373702984e+01dB,1.17037047687659e+00°)
1.09647819614318e+01	(-4.09133290061986e+01dB,1.17306770630877e+00°)
1.09900583943252e+01	(-4.09133206035254e+01dB,1.17577114828042e+00°)
1.10153930954141e+01	(-4.09133121620581e+01dB,1.17848081707097e+00°)
1.10407861990207e+01	(-4.09133036816608e+01dB,1.18119672700413e+00°)
1.10662378397766e+01	(-4.09132951621432e+01dB,1.18391889242913e+00°)
1.10917481526240e+01	(-4.09132866032983e+01dB,1.18664732772582e+00°)
