Freq.	V(5)/I(RDC_56)
1.00000000000000e+01	(-2.08080059713052e+01dB,8.06077641440537e-01°)
1.00230523807790e+01	(-2.08079548804010e+01dB,8.07904248236241e-01°)
1.00461579027839e+01	(-2.08079035577985e+01dB,8.09734849362459e-01°)
1.00693166885180e+01	(-2.08078520024661e+01dB,8.11569452556239e-01°)
1.00925288607668e+01	(-2.08078002133632e+01dB,8.13408065562199e-01°)
1.01157945425990e+01	(-2.08077481894549e+01dB,8.15250696133818e-01°)
1.01391138573668e+01	(-2.08076959296954e+01dB,8.17097352031867e-01°)
1.01624869287070e+01	(-2.08076434330275e+01dB,8.18948041024303e-01°)
1.01859138805412e+01	(-2.08075906984077e+01dB,8.20802770888557e-01°)
1.02093948370768e+01	(-2.08075377247686e+01dB,8.22661549408016e-01°)
1.02329299228075e+01	(-2.08074845110561e+01dB,8.24524384375402e-01°)
1.02565192625141e+01	(-2.08074310561934e+01dB,8.26391283589386e-01°)
1.02801629812647e+01	(-2.08073773591142e+01dB,8.28262254857639e-01°)
1.03038612044162e+01	(-2.08073234187391e+01dB,8.30137305994579e-01°)
1.03276140576140e+01	(-2.08072692339880e+01dB,8.32016444822477e-01°)
1.03514216667934e+01	(-2.08072148037736e+01dB,8.33899679170802e-01°)
1.03752841581801e+01	(-2.08071601270067e+01dB,8.35787016876676e-01°)
1.03992016582906e+01	(-2.08071052025910e+01dB,8.37678465784317e-01°)
1.04231742939330e+01	(-2.08070500294264e+01dB,8.39574033745290e-01°)
1.04472021922080e+01	(-2.08069946064097e+01dB,8.41473728618565e-01°)
1.04712854805090e+01	(-2.08069389324300e+01dB,8.43377558269993e-01°)
1.04954242865232e+01	(-2.08068830063742e+01dB,8.45285530572774e-01°)
1.05196187382322e+01	(-2.08068268271239e+01dB,8.47197653407144e-01°)
1.05438689639126e+01	(-2.08067703935528e+01dB,8.49113934660010e-01°)
1.05681750921366e+01	(-2.08067137045331e+01dB,8.51034382225566e-01°)
1.05925372517729e+01	(-2.08066567589357e+01dB,8.52959004005241e-01°)
1.06169555719872e+01	(-2.08065995556180e+01dB,8.54887807906455e-01°)
1.06414301822431e+01	(-2.08065420934397e+01dB,8.56820801844104e-01°)
1.06659612123026e+01	(-2.08064843712542e+01dB,8.58757993739638e-01°)
1.06905487922266e+01	(-2.08064263879036e+01dB,8.60699391520576e-01°)
1.07151930523760e+01	(-2.08063681422358e+01dB,8.62645003122063e-01°)
1.07398941234124e+01	(-2.08063096330880e+01dB,8.64594836485203e-01°)
1.07646521362983e+01	(-2.08062508592909e+01dB,8.66548899557457e-01°)
1.07894672222983e+01	(-2.08061918196736e+01dB,8.68507200293011e-01°)
1.08143395129794e+01	(-2.08061325130576e+01dB,8.70469746652133e-01°)
1.08392691402120e+01	(-2.08060729382623e+01dB,8.72436546601697e-01°)
1.08642562361706e+01	(-2.08060130940981e+01dB,8.74407608114371e-01°)
1.08893009333343e+01	(-2.08059529793764e+01dB,8.76382939169628e-01°)
1.09144033644875e+01	(-2.08058925928970e+01dB,8.78362547752343e-01°)
1.09395636627209e+01	(-2.08058319334603e+01dB,8.80346441854013e-01°)
1.09647819614318e+01	(-2.08057709998569e+01dB,8.82334629471625e-01°)
1.09900583943252e+01	(-2.08057097908745e+01dB,8.84327118608286e-01°)
1.10153930954141e+01	(-2.08056483052964e+01dB,8.86323917272992e-01°)
1.10407861990207e+01	(-2.08055865419007e+01dB,8.88325033480517e-01°)
1.10662378397766e+01	(-2.08055244994569e+01dB,8.90330475250962e-01°)
1.10917481526240e+01	(-2.08054621767341e+01dB,8.92340250610552e-01°)
1.11173172728159e+01	(-2.08053995724906e+01dB,8.94354367590487e-01°)
1.11429453359173e+01	(-2.08053366854903e+01dB,8.96372834228554e-01°)
1.11686324778056e+01	(-2.08052735144777e+01dB,8.98395658566506e-01°)
1.11943788346715e+01	(-2.08052100582001e+01dB,9.00422848652271e-01°)
1.12201845430196e+01	(-2.08051463154006e+01dB,9.02454412539126e-01°)
1.12460497396692e+01	(-2.08050822848136e+01dB,9.04490358285238e-01°)
1.12719745617551e+01	(-2.08050179651696e+01dB,9.06530693953976e-01°)
1.12979591467279e+01	(-2.08049533551908e+01dB,9.08575427613509e-01°)
1.13240036323555e+01	(-2.08048884536011e+01dB,9.10624567337666e-01°)
