Freq.	V(1)/I(RDC_21)
1.00000000000000e+01	(-2.18053308423352e+01dB,8.93334912401604e-01°)
1.00230523807790e+01	(-2.18052195814355e+01dB,8.95255324108727e-01°)
1.00461579027839e+01	(-2.18051078426091e+01dB,8.97179244397407e-01°)
1.00693166885180e+01	(-2.18049956239618e+01dB,8.99106675484811e-01°)
1.00925288607668e+01	(-2.18048829235962e+01dB,9.01037619558128e-01°)
1.01157945425990e+01	(-2.18047697396020e+01dB,9.02972078773450e-01°)
1.01391138573668e+01	(-2.18046560700725e+01dB,9.04910055257115e-01°)
1.01624869287070e+01	(-2.18045419130891e+01dB,9.06851551103974e-01°)
1.01859138805412e+01	(-2.18044272667217e+01dB,9.08796568377054e-01°)
1.02093948370768e+01	(-2.18043121290465e+01dB,9.10745109109171e-01°)
1.02329299228075e+01	(-2.18041964981271e+01dB,9.12697175300735e-01°)
1.02565192625141e+01	(-2.18040803720165e+01dB,9.14652768919676e-01°)
1.02801629812647e+01	(-2.18039637487708e+01dB,9.16611891902608e-01°)
1.03038612044162e+01	(-2.18038466264310e+01dB,9.18574546152629e-01°)
1.03276140576140e+01	(-2.18037290030401e+01dB,9.20540733540932e-01°)
1.03514216667934e+01	(-2.18036108766293e+01dB,9.22510455904964e-01°)
1.03752841581801e+01	(-2.18034922452278e+01dB,9.24483715049290e-01°)
1.03992016582906e+01	(-2.18033731068556e+01dB,9.26460512744502e-01°)
1.04231742939330e+01	(-2.18032534595223e+01dB,9.28440850726877e-01°)
1.04472021922080e+01	(-2.18031333012424e+01dB,9.30424730699626e-01°)
1.04712854805090e+01	(-2.18030126300177e+01dB,9.32412154330848e-01°)
1.04954242865232e+01	(-2.18028914438413e+01dB,9.34403123253616e-01°)
1.05196187382322e+01	(-2.18027697407042e+01dB,9.36397639066420e-01°)
1.05438689639126e+01	(-2.18026475185913e+01dB,9.38395703332485e-01°)
1.05681750921366e+01	(-2.18025247754794e+01dB,9.40397317579252e-01°)
1.05925372517729e+01	(-2.18024015093404e+01dB,9.42402483298400e-01°)
1.06169555719872e+01	(-2.18022777181380e+01dB,9.44411201945249e-01°)
1.06414301822431e+01	(-2.18021533998337e+01dB,9.46423474939177e-01°)
1.06659612123026e+01	(-2.18020285523778e+01dB,9.48439303662246e-01°)
1.06905487922266e+01	(-2.18019031737174e+01dB,9.50458689459807e-01°)
1.07151930523760e+01	(-2.18017772617941e+01dB,9.52481633640089e-01°)
1.07398941234124e+01	(-2.18016508145457e+01dB,9.54508137473844e-01°)
1.07646521362983e+01	(-2.18015238298926e+01dB,9.56538202192873e-01°)
1.07894672222983e+01	(-2.18013963057606e+01dB,9.58571828991959e-01°)
1.08143395129794e+01	(-2.18012682400660e+01dB,9.60609019027068e-01°)
1.08392691402120e+01	(-2.18011396307172e+01dB,9.62649773415244e-01°)
1.08642562361706e+01	(-2.18010104756165e+01dB,9.64694093234447e-01°)
1.08893009333343e+01	(-2.18008807726611e+01dB,9.66741979523383e-01°)
1.09144033644875e+01	(-2.18007505197451e+01dB,9.68793433281466e-01°)
1.09395636627209e+01	(-2.18006197147498e+01dB,9.70848455467336e-01°)
1.09647819614318e+01	(-2.18004883555543e+01dB,9.72907046999930e-01°)
1.09900583943252e+01	(-2.18003564400322e+01dB,9.74969208757526e-01°)
1.10153930954141e+01	(-2.18002239660440e+01dB,9.77034941576838e-01°)
1.10407861990207e+01	(-2.18000909314554e+01dB,9.79104246254630e-01°)
1.10662378397766e+01	(-2.17999573341182e+01dB,9.81177123545350e-01°)
1.10917481526240e+01	(-2.17998231718799e+01dB,9.83253574161753e-01°)
1.11173172728159e+01	(-2.17996884425809e+01dB,9.85333598774451e-01°)
1.11429453359173e+01	(-2.17995531440551e+01dB,9.87417198011536e-01°)
1.11686324778056e+01	(-2.17994172741345e+01dB,9.89504372458805e-01°)
1.11943788346715e+01	(-2.17992808306386e+01dB,9.91595122658362e-01°)
1.12201845430196e+01	(-2.17991438113838e+01dB,9.93689449109184e-01°)
1.12460497396692e+01	(-2.17990062141812e+01dB,9.95787352266661e-01°)
1.12719745617551e+01	(-2.17988680368329e+01dB,9.97888832541874e-01°)
1.12979591467279e+01	(-2.17987292771397e+01dB,9.99993890302087e-01°)
1.13240036323555e+01	(-2.17985899328902e+01dB,1.00210252586920e+00°)
1.13501081567231e+01	(-2.17984500018715e+01dB,1.00421473952066e+00°)
1.13762728582343e+01	(-2.17983094818590e+01dB,1.00633053148795e+00°)
1.14024978756117e+01	(-2.17981683706294e+01dB,1.00844990195779e+00°)
1.14287833478977e+01	(-2.17980266659497e+01dB,1.01057285107052e+00°)
1.14551294144553e+01	(-2.17978843655776e+01dB,1.01269937891972e+00°)
1.14815362149688e+01	(-2.17977414672683e+01dB,1.01482948555290e+00°)
1.15080038894443e+01	(-2.17975979687701e+01dB,1.01696317097043e+00°)
1.15345325782109e+01	(-2.17974538678251e+01dB,1.01910043512538e+00°)
1.15611224219209e+01	(-2.17973091621683e+01dB,1.02124127792311e+00°)
1.15877735615512e+01	(-2.17971638495296e+01dB,1.02338569922104e+00°)
1.16144861384034e+01	(-2.17970179276352e+01dB,1.02553369882870e+00°)
1.16412602941049e+01	(-2.17968713941973e+01dB,1.02768527650593e+00°)
1.16680961706096e+01	(-2.17967242469294e+01dB,1.02984043196451e+00°)
1.16949939101987e+01	(-2.17965764835357e+01dB,1.03199916486647e+00°)
1.17219536554813e+01	(-2.17964281017196e+01dB,1.03416147482488e+00°)
1.17489755493953e+01	(-2.17962790991663e+01dB,1.03632736140126e+00°)
1.17760597352080e+01	(-2.17961294735688e+01dB,1.03849682410848e+00°)
1.18032063565173e+01	(-2.17959792226031e+01dB,1.04066986240739e+00°)
