4.00E-10	1
8.00E-10	1
1.20E-09	1
1.60E-09	-1
2.00E-09	-1
2.40E-09	-1
2.80E-09	1
3.20E-09	1
3.60E-09	-1
4.00E-09	1
4.40E-09	-1
4.80E-09	1
5.20E-09	-1
5.60E-09	1
6.00E-09	1
6.40E-09	1
6.80E-09	-1
7.20E-09	-1
7.60E-09	-1
8.00E-09	-1
8.40E-09	1
8.80E-09	1
9.20E-09	-1
9.60E-09	1
1.00E-08	-1
1.04E-08	1
1.08E-08	-1
1.12E-08	1
1.16E-08	-1
1.20E-08	1
1.24E-08	1
1.28E-08	-1
1.32E-08	1
1.36E-08	-1
1.40E-08	1
1.44E-08	1
1.48E-08	-1
1.52E-08	1
1.56E-08	-1
1.60E-08	-1
1.64E-08	-1
1.68E-08	-1
1.72E-08	-1
1.76E-08	-1
1.80E-08	-1
1.84E-08	-1
1.88E-08	1
1.92E-08	1
1.96E-08	1
2.00E-08	1
2.04E-08	-1
2.08E-08	-1
2.12E-08	-1
2.16E-08	-1
2.20E-08	-1
2.24E-08	-1
2.28E-08	1
2.32E-08	-1
2.36E-08	1
2.40E-08	1
2.44E-08	1
2.48E-08	1
2.52E-08	1
2.56E-08	1
2.60E-08	1
2.64E-08	1
2.68E-08	-1
2.72E-08	-1
2.76E-08	-1
2.80E-08	1
2.84E-08	1
2.88E-08	1
2.92E-08	1
2.96E-08	1
3.00E-08	-1
